Logging to /home/admin2/svjdm/experiments/phase4_barrier_jump_20260312.log

############################################################
# lambda = 0.0
############################################################
=== Barrier Option (SVJDM)  d=50  N=100  M=1024 ===
    Barrier=0.7  Rebate=0.0
  Epoch    0 | Loss 5.8146e-01 | Y0 0.001000 | Surv 43.75% | 0.6s
  Epoch  100 | Loss 5.9501e-03 | Y0 0.054009 | Surv 45.70% | 28.1s
  Epoch  200 | Loss 3.2467e-03 | Y0 0.054149 | Surv 44.14% | 55.5s
  Epoch  300 | Loss 3.2777e-03 | Y0 0.053930 | Surv 43.95% | 83.0s
  Epoch  400 | Loss 3.0314e-03 | Y0 0.053720 | Surv 45.90% | 110.5s
  Epoch  500 | Loss 3.1989e-03 | Y0 0.053765 | Surv 45.31% | 138.1s
  Epoch  600 | Loss 3.1542e-03 | Y0 0.053168 | Surv 43.36% | 165.6s
  Epoch  700 | Loss 2.8734e-03 | Y0 0.054167 | Surv 41.50% | 192.9s
  Epoch  800 | Loss 2.7623e-03 | Y0 0.053816 | Surv 44.63% | 220.3s
  Epoch  900 | Loss 2.6242e-03 | Y0 0.054700 | Surv 43.46% | 247.7s
  Epoch 1000 | Loss 2.4887e-03 | Y0 0.053994 | Surv 44.43% | 275.1s
  Epoch 1100 | Loss 2.3912e-03 | Y0 0.053976 | Surv 43.75% | 302.4s
  Epoch 1200 | Loss 2.3985e-03 | Y0 0.053950 | Surv 44.04% | 329.9s
  Epoch 1300 | Loss 2.0685e-03 | Y0 0.053872 | Surv 43.16% | 357.3s
  Epoch 1400 | Loss 2.1315e-03 | Y0 0.053391 | Surv 45.41% | 384.7s
  Epoch 1500 | Loss 2.1733e-03 | Y0 0.054167 | Surv 44.92% | 412.3s
  Epoch 1600 | Loss 1.2368e-03 | Y0 0.054004 | Surv 42.87% | 439.7s
  Epoch 1700 | Loss 1.3608e-03 | Y0 0.054119 | Surv 42.48% | 467.2s
  Epoch 1800 | Loss 1.1379e-03 | Y0 0.054053 | Surv 42.77% | 494.7s
  Epoch 1900 | Loss 1.2114e-03 | Y0 0.054035 | Surv 43.07% | 522.1s
  Epoch 2000 | Loss 1.1296e-03 | Y0 0.053972 | Surv 45.90% | 549.6s
  Epoch 2100 | Loss 1.2666e-03 | Y0 0.053906 | Surv 45.31% | 577.1s
  Epoch 2200 | Loss 1.0735e-03 | Y0 0.053941 | Surv 44.43% | 604.6s
  Epoch 2300 | Loss 1.1598e-03 | Y0 0.054019 | Surv 43.95% | 632.1s
  Epoch 2400 | Loss 1.2224e-03 | Y0 0.054234 | Surv 44.92% | 659.6s
  Epoch 2500 | Loss 1.3012e-03 | Y0 0.054215 | Surv 44.82% | 687.1s
  Epoch 2600 | Loss 1.1624e-03 | Y0 0.054130 | Surv 46.48% | 714.5s
  Epoch 2700 | Loss 1.2002e-03 | Y0 0.054148 | Surv 44.53% | 742.1s
  Epoch 2800 | Loss 1.1961e-03 | Y0 0.054088 | Surv 43.36% | 769.6s
  Epoch 2900 | Loss 1.1166e-03 | Y0 0.054151 | Surv 42.48% | 797.1s
  Epoch 2999 | Loss 1.2165e-03 | Y0 0.054099 | Surv 41.70% | 824.2s
Training complete.  Y0 = 0.054099  (824.2s)
  Evaluated knock-out rate: 0.5618

############################################################
# lambda = 0.5
############################################################
=== Barrier Option (SVJDM)  d=50  N=100  M=1024 ===
    Barrier=0.7  Rebate=0.0
  Epoch    0 | Loss 5.1117e-01 | Y0 0.001000 | Surv 29.79% | 0.3s
