Logging to /home/admin2/svjdm/experiments/phase3_barrier_level_20260309.log

############################################################
# Barrier B = 0.0
############################################################
=== Triple-Net Basket (SVJDM)  d=50  N=100  M=1024 ===
  Epoch    0 | Loss 9.0231e-01 | Y0 0.001056 | 0.5s
  Epoch  100 | Loss 1.4365e-02 | Y0 0.065521 | 23.1s
  Epoch  200 | Loss 1.0341e-02 | Y0 0.081355 | 45.7s
  Epoch  300 | Loss 9.3048e-03 | Y0 0.083405 | 68.3s
  Epoch  400 | Loss 7.4621e-03 | Y0 0.083488 | 90.9s
  Epoch  500 | Loss 6.4794e-03 | Y0 0.083656 | 113.5s
  Epoch  600 | Loss 5.7858e-03 | Y0 0.084064 | 136.1s
  Epoch  700 | Loss 5.2874e-03 | Y0 0.084085 | 158.7s
  Epoch  800 | Loss 4.5471e-03 | Y0 0.082985 | 181.3s
  Epoch  900 | Loss 4.3368e-03 | Y0 0.083492 | 204.0s
  Epoch 1000 | Loss 3.8960e-03 | Y0 0.083552 | 226.5s
  Epoch 1100 | Loss 3.5586e-03 | Y0 0.083871 | 249.0s
  Epoch 1200 | Loss 3.5884e-03 | Y0 0.083419 | 271.6s
  Epoch 1300 | Loss 3.3249e-03 | Y0 0.083189 | 294.2s
  Epoch 1400 | Loss 3.0323e-03 | Y0 0.083843 | 317.0s
  Epoch 1500 | Loss 3.0584e-03 | Y0 0.084067 | 339.8s
  Epoch 1600 | Loss 2.1684e-03 | Y0 0.083801 | 362.5s
  Epoch 1700 | Loss 1.9354e-03 | Y0 0.083676 | 385.2s
  Epoch 1800 | Loss 1.9304e-03 | Y0 0.083522 | 408.1s
  Epoch 1900 | Loss 1.9788e-03 | Y0 0.083616 | 430.9s
  Epoch 2000 | Loss 2.0704e-03 | Y0 0.083588 | 453.6s
  Epoch 2100 | Loss 1.9109e-03 | Y0 0.083758 | 476.3s
  Epoch 2200 | Loss 1.8520e-03 | Y0 0.083464 | 498.9s
  Epoch 2300 | Loss 1.8354e-03 | Y0 0.083555 | 521.4s
  Epoch 2400 | Loss 1.8856e-03 | Y0 0.083280 | 544.2s
  Epoch 2500 | Loss 2.0118e-03 | Y0 0.083593 | 566.7s
  Epoch 2600 | Loss 2.0563e-03 | Y0 0.083598 | 589.2s
  Epoch 2700 | Loss 1.7572e-03 | Y0 0.083584 | 611.9s
  Epoch 2800 | Loss 1.7685e-03 | Y0 0.083587 | 634.4s
  Epoch 2900 | Loss 1.6297e-03 | Y0 0.083546 | 657.1s
  Epoch 2999 | Loss 1.9516e-03 | Y0 0.083598 | 679.6s
Training complete.  Y0 = 0.083598  (679.6s)

############################################################
# Barrier B = 0.6
############################################################
=== Barrier Option (SVJDM)  d=50  N=100  M=1024 ===
    Barrier=0.6  Rebate=0.0
  Epoch    0 | Loss 5.9280e-01 | Y0 0.001056 | Surv 38.18% | 0.7s
  Epoch  100 | Loss 9.6519e-03 | Y0 0.025278 | Surv 37.11% | 29.3s
  Epoch  200 | Loss 9.0593e-03 | Y0 0.026467 | Surv 39.45% | 57.8s
  Epoch  300 | Loss 7.4821e-03 | Y0 0.027442 | Surv 38.28% | 86.4s
  Epoch  400 | Loss 6.8280e-03 | Y0 0.026833 | Surv 37.99% | 115.0s
  Epoch  500 | Loss 6.8690e-03 | Y0 0.026036 | Surv 38.67% | 143.7s
  Epoch  600 | Loss 6.1948e-03 | Y0 0.027107 | Surv 36.52% | 172.3s
  Epoch  700 | Loss 5.9458e-03 | Y0 0.026839 | Surv 33.79% | 201.1s
  Epoch  800 | Loss 5.4578e-03 | Y0 0.026914 | Surv 40.14% | 229.8s
  Epoch  900 | Loss 5.4672e-03 | Y0 0.026885 | Surv 36.13% | 258.5s
  Epoch 1000 | Loss 4.8509e-03 | Y0 0.027190 | Surv 36.62% | 287.2s
  Epoch 1100 | Loss 5.1219e-03 | Y0 0.026011 | Surv 37.11% | 315.9s
  Epoch 1200 | Loss 4.4826e-03 | Y0 0.027296 | Surv 38.28% | 344.6s
  Epoch 1300 | Loss 4.4048e-03 | Y0 0.026098 | Surv 36.52% | 373.1s
  Epoch 1400 | Loss 4.8844e-03 | Y0 0.026575 | Surv 38.87% | 401.7s
  Epoch 1500 | Loss 4.1298e-03 | Y0 0.026957 | Surv 37.50% | 430.3s
  Epoch 1600 | Loss 3.5853e-03 | Y0 0.026567 | Surv 36.91% | 458.8s
  Epoch 1700 | Loss 3.4936e-03 | Y0 0.026641 | Surv 36.13% | 487.4s
  Epoch 1800 | Loss 3.4986e-03 | Y0 0.026667 | Surv 36.43% | 516.1s
  Epoch 1900 | Loss 3.4317e-03 | Y0 0.026855 | Surv 36.91% | 544.6s
  Epoch 2000 | Loss 3.2640e-03 | Y0 0.026959 | Surv 36.43% | 573.0s
  Epoch 2100 | Loss 3.2899e-03 | Y0 0.026628 | Surv 37.79% | 601.5s
  Epoch 2200 | Loss 3.2854e-03 | Y0 0.026893 | Surv 37.11% | 630.0s
  Epoch 2300 | Loss 3.0577e-03 | Y0 0.026898 | Surv 34.77% | 658.6s
  Epoch 2400 | Loss 3.0315e-03 | Y0 0.026456 | Surv 37.79% | 687.2s
  Epoch 2500 | Loss 3.0663e-03 | Y0 0.026328 | Surv 37.30% | 715.9s
  Epoch 2600 | Loss 3.0931e-03 | Y0 0.026397 | Surv 39.36% | 744.6s
  Epoch 2700 | Loss 3.1687e-03 | Y0 0.026540 | Surv 40.62% | 773.4s
  Epoch 2800 | Loss 2.9215e-03 | Y0 0.026593 | Surv 37.11% | 802.1s
  Epoch 2900 | Loss 3.0705e-03 | Y0 0.026652 | Surv 38.57% | 830.6s
  Epoch 2999 | Loss 3.0067e-03 | Y0 0.026568 | Surv 35.06% | 859.0s
Training complete.  Y0 = 0.026568  (859.0s)
  Evaluated survival rate: 0.3688

############################################################
# Barrier B = 0.7
############################################################
=== Barrier Option (SVJDM)  d=50  N=100  M=1024 ===
    Barrier=0.7  Rebate=0.0
  Epoch    0 | Loss 4.7245e-01 | Y0 0.001056 | Surv 24.22% | 0.3s
  Epoch  100 | Loss 9.0970e-03 | Y0 0.000992 | Surv 22.07% | 29.3s
  Epoch  200 | Loss 6.9071e-03 | Y0 0.001202 | Surv 24.41% | 58.1s
  Epoch  300 | Loss 7.2532e-03 | Y0 0.001206 | Surv 23.24% | 87.0s
  Epoch  400 | Loss 6.6052e-03 | Y0 0.002014 | Surv 24.02% | 115.8s
  Epoch  500 | Loss 5.9957e-03 | Y0 0.001434 | Surv 22.46% | 144.6s
