Logging to /home/admin2/svjdm/experiments/phase3_barrier_level_20260312.log

############################################################
# Barrier B = 0.0
############################################################
=== Triple-Net Basket (SVJDM)  d=50  N=100  M=1024 ===
  Epoch  400 | Loss 6.5773e-03 | Y0 0.001552 | Surv 24.02% | 108.5s
  Epoch  500 | Loss 6.3841e-03 | Y0 0.001314 | Surv 22.46% | 135.6s
  Epoch  600 | Loss 5.7219e-03 | Y0 0.002023 | Surv 19.73% | 162.6s
  Epoch  700 | Loss 4.8032e-03 | Y0 0.001419 | Surv 18.36% | 189.6s
  Epoch  800 | Loss 5.2766e-03 | Y0 0.001338 | Surv 22.17% | 216.5s
  Epoch  900 | Loss 4.6161e-03 | Y0 0.001647 | Surv 21.19% | 243.5s
  Epoch 1000 | Loss 4.2495e-03 | Y0 0.001109 | Surv 19.82% | 270.7s
  Epoch 1100 | Loss 4.8184e-03 | Y0 0.002459 | Surv 22.27% | 297.7s
  Epoch 1200 | Loss 4.0573e-03 | Y0 0.002350 | Surv 21.78% | 324.7s
  Epoch 1300 | Loss 4.2786e-03 | Y0 0.001540 | Surv 20.02% | 351.8s
  Epoch 1400 | Loss 4.7244e-03 | Y0 0.001436 | Surv 22.85% | 378.8s
  Epoch 1500 | Loss 3.6464e-03 | Y0 0.001316 | Surv 24.41% | 405.8s
  Epoch 1600 | Loss 3.4346e-03 | Y0 0.001456 | Surv 19.24% | 432.8s
  Epoch 1700 | Loss 3.7551e-03 | Y0 0.001567 | Surv 21.78% | 459.9s
  Epoch 1800 | Loss 3.1207e-03 | Y0 0.001554 | Surv 21.19% | 486.8s
  Epoch 1900 | Loss 2.7435e-03 | Y0 0.001554 | Surv 20.80% | 513.9s
  Epoch 2000 | Loss 3.0155e-03 | Y0 0.001686 | Surv 22.66% | 540.9s
  Epoch 2100 | Loss 2.9662e-03 | Y0 0.001424 | Surv 21.97% | 567.9s
  Epoch 2200 | Loss 2.7692e-03 | Y0 0.001509 | Surv 20.90% | 595.1s
  Epoch 2300 | Loss 2.7947e-03 | Y0 0.001128 | Surv 17.97% | 622.1s
  Epoch 2400 | Loss 2.6067e-03 | Y0 0.001246 | Surv 22.56% | 649.2s
  Epoch 2500 | Loss 3.0502e-03 | Y0 0.001294 | Surv 22.75% | 676.4s
  Epoch 2600 | Loss 2.9606e-03 | Y0 0.001206 | Surv 22.36% | 703.4s
  Epoch 2700 | Loss 2.8491e-03 | Y0 0.001317 | Surv 23.24% | 730.3s
  Epoch 2800 | Loss 2.6995e-03 | Y0 0.001259 | Surv 21.39% | 757.4s
  Epoch 2900 | Loss 2.7017e-03 | Y0 0.001236 | Surv 23.54% | 784.4s
  Epoch 2999 | Loss 2.6238e-03 | Y0 0.001296 | Surv 19.24% | 811.2s
Training complete.  Y0 = 0.001296  (811.2s)
  Evaluated survival rate: 0.2136

############################################################
# Barrier B = 0.8
############################################################
=== Barrier Option (SVJDM)  d=50  N=100  M=1024 ===
    Barrier=0.8  Rebate=0.0
  Epoch    0 | Loss 2.9763e-01 | Y0 0.001000 | Surv 10.64% | 0.3s
  Epoch  100 | Loss 9.3738e-03 | Y0 0.001294 | Surv 10.16% | 27.3s
  Epoch  200 | Loss 3.1770e-03 | Y0 0.001233 | Surv 11.04% | 54.3s
  Epoch  300 | Loss 4.6217e-03 | Y0 0.000322 | Surv 9.57% | 81.3s
  Epoch  400 | Loss 8.5221e-03 | Y0 0.000839 | Surv 10.16% | 108.3s
  Epoch  500 | Loss 3.0906e-03 | Y0 0.000242 | Surv 9.28% | 135.4s
  Epoch  600 | Loss 4.1210e-03 | Y0 0.000482 | Surv 9.18% | 162.4s
  Epoch  700 | Loss 4.7137e-03 | Y0 -0.000687 | Surv 8.01% | 189.4s
  Epoch  800 | Loss 2.6739e-03 | Y0 0.001093 | Surv 9.96% | 216.5s
  Epoch  900 | Loss 2.3671e-03 | Y0 0.000114 | Surv 9.18% | 243.4s
  Epoch 1000 | Loss 2.0655e-03 | Y0 0.000413 | Surv 9.38% | 270.3s
  Epoch 1100 | Loss 2.1764e-03 | Y0 0.000443 | Surv 9.28% | 297.3s
  Epoch 1200 | Loss 1.7055e-03 | Y0 0.000888 | Surv 9.38% | 324.3s
  Epoch 1300 | Loss 1.5145e-03 | Y0 0.000037 | Surv 8.59% | 351.3s
  Epoch 1400 | Loss 1.3569e-03 | Y0 -0.000214 | Surv 9.57% | 378.3s
  Epoch 1500 | Loss 2.3785e-03 | Y0 0.001487 | Surv 11.04% | 405.2s
  Epoch 1600 | Loss 5.6866e-03 | Y0 0.000631 | Surv 7.91% | 432.3s
  Epoch 1700 | Loss 1.1149e-03 | Y0 0.000578 | Surv 8.50% | 459.3s
  Epoch 1800 | Loss 1.6231e-03 | Y0 0.000701 | Surv 8.59% | 486.2s
  Epoch 1900 | Loss 8.4437e-04 | Y0 0.000398 | Surv 8.89% | 513.4s
  Epoch 2000 | Loss 7.5629e-04 | Y0 0.000535 | Surv 9.47% | 540.3s
  Epoch 2100 | Loss 8.5869e-04 | Y0 0.000382 | Surv 8.98% | 567.3s
  Epoch 2200 | Loss 9.0713e-04 | Y0 0.000305 | Surv 9.86% | 594.4s
  Epoch 2300 | Loss 1.1398e-03 | Y0 0.000328 | Surv 8.69% | 621.3s
  Epoch 2400 | Loss 9.2543e-04 | Y0 0.000270 | Surv 9.57% | 648.3s
  Epoch 2500 | Loss 1.4195e-03 | Y0 0.000424 | Surv 10.64% | 675.4s
  Epoch 2600 | Loss 7.9375e-04 | Y0 0.000409 | Surv 10.25% | 702.3s
  Epoch 2700 | Loss 5.8326e-04 | Y0 0.000396 | Surv 10.06% | 729.3s
  Epoch 2800 | Loss 3.4984e-03 | Y0 0.000405 | Surv 10.16% | 756.4s
  Epoch 2900 | Loss 7.5738e-04 | Y0 0.000342 | Surv 10.25% | 783.4s
  Epoch 2999 | Loss 5.6217e-04 | Y0 0.000333 | Surv 7.71% | 810.1s
Training complete.  Y0 = 0.000333  (810.1s)
  Evaluated survival rate: 0.0943

############################################################
# Barrier B = 0.9
############################################################
=== Barrier Option (SVJDM)  d=50  N=100  M=1024 ===
    Barrier=0.9  Rebate=0.0
  Epoch    0 | Loss 9.8915e-02 | Y0 -0.001000 | Surv 1.66% | 0.3s
  Epoch  100 | Loss 8.5428e-03 | Y0 0.000706 | Surv 1.46% | 27.2s
  Epoch  200 | Loss 3.3774e-03 | Y0 0.001098 | Surv 1.37% | 54.1s
  Epoch  300 | Loss 2.4852e-03 | Y0 0.001273 | Surv 1.37% | 81.2s
  Epoch  400 | Loss 1.2078e-03 | Y0 0.000350 | Surv 1.17% | 108.3s
  Epoch  500 | Loss 8.6194e-04 | Y0 0.000366 | Surv 0.68% | 135.2s
  Epoch  600 | Loss 5.2905e-04 | Y0 0.000360 | Surv 1.07% | 162.3s
  Epoch  700 | Loss 4.0559e-04 | Y0 0.000116 | Surv 0.78% | 189.3s
  Epoch  800 | Loss 3.5267e-04 | Y0 0.000421 | Surv 1.37% | 216.4s
  Epoch  900 | Loss 3.2799e-04 | Y0 -0.000125 | Surv 1.66% | 243.5s
  Epoch 1000 | Loss 2.2191e-04 | Y0 0.000674 | Surv 0.98% | 270.4s
  Epoch 1100 | Loss 2.4342e-04 | Y0 0.000483 | Surv 1.56% | 297.4s
  Epoch 1200 | Loss 1.2530e-02 | Y0 0.000001 | Surv 1.27% | 324.5s
  Epoch 1300 | Loss 2.2041e-03 | Y0 0.000309 | Surv 0.98% | 351.5s
  Epoch 1400 | Loss 1.2211e-03 | Y0 0.000794 | Surv 1.17% | 378.6s
  Epoch 1500 | Loss 8.4840e-04 | Y0 0.000876 | Surv 1.76% | 405.5s
  Epoch 1600 | Loss 3.6276e-04 | Y0 0.000407 | Surv 0.68% | 432.5s
  Epoch 1700 | Loss 3.5747e-04 | Y0 0.000428 | Surv 1.56% | 459.6s
  Epoch 1800 | Loss 1.9922e-04 | Y0 0.000409 | Surv 0.98% | 486.6s
  Epoch 1900 | Loss 2.4267e-04 | Y0 0.000472 | Surv 0.78% | 513.4s
  Epoch 2000 | Loss 2.7661e-04 | Y0 0.000455 | Surv 1.56% | 540.6s
  Epoch 2100 | Loss 2.2987e-04 | Y0 0.000592 | Surv 1.27% | 567.6s
  Epoch 2200 | Loss 2.5744e-04 | Y0 0.000441 | Surv 0.98% | 594.5s
  Epoch 2300 | Loss 1.5050e-04 | Y0 0.000399 | Surv 0.68% | 621.5s
  Epoch 2400 | Loss 1.4626e-04 | Y0 0.000377 | Surv 0.88% | 648.5s
  Epoch 2500 | Loss 2.1462e-04 | Y0 0.000353 | Surv 1.46% | 675.4s
  Epoch 2600 | Loss 1.2268e-04 | Y0 0.000342 | Surv 1.27% | 702.5s
  Epoch 2700 | Loss 1.5856e-04 | Y0 0.000326 | Surv 1.37% | 729.6s
  Epoch 2800 | Loss 1.3197e-04 | Y0 0.000354 | Surv 1.07% | 756.7s
  Epoch 2900 | Loss 1.1949e-04 | Y0 0.000330 | Surv 1.46% | 783.8s
  Epoch 2999 | Loss 7.8581e-05 | Y0 0.000345 | Surv 0.59% | 810.5s
Training complete.  Y0 = 0.000345  (810.5s)
  Evaluated survival rate: 0.0125

========================================================================
Barrier (B)          Price (Y0)    Survival Rate     Time (s)
------------------------------------------------------------------------
0.0 (European)         0.083590         100.00%        625.4
0.6                    0.026556          36.88%        804.7
0.7                    0.001296          21.36%        811.2
0.8                    0.000333           9.43%        810.1
0.9                    0.000345           1.25%        810.5
========================================================================
Saved: figs/phase3_barrier_level.png

Phase 3 (Barrier Level Sensitivity) complete.
